feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,delta_happiness,delta_support,delta_income
0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23356993,0.42206103,0.1,0.6842389,0.0,0.7247342,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36164066,0.3810056,0.3,0.47877875,0.0,0.7119877,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2879837,0.022982888,0.4,0.7846893,0.0,0.7496976,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.510348,0.038216595,0.4,0.67147774,0.0,0.76986766,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0061918884,0.28367937,0.2,0.6096756,0.0,0.82177126,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.995555,0.45603228,0.2,0.6141253,0.0,0.65499914,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7400015,0.6427885,0.5,0.3040972,0.0,0.8453501,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.66861206,0.8070902,0.3,0.42004326,0.0,0.8960477,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.32030538,0.546917,0.5,0.625162,0.0,0.8860855,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.85319793,0.72136587,0.1,0.70529765,0.0,0.7774388,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.33659428,0.6013786,0.1,0.6961794,0.0,0.7577094,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.45750505,0.66595703,0.2,0.55436295,0.0,0.81795365,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37565613,0.21841589,0.2,0.7377461,0.0,0.6528116,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.40262175,0.45053732,0.3,0.31502932,0.0,0.59912926,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3786671,0.3073252,0.5,0.30718893,0.0,0.64231855,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.44,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.62224686,0.49898556,0.1,0.67370296,0.0,0.7141783,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.51,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37351897,0.029189661,0.6,0.5643541,0.0,0.64724636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16239755,0.036413137,0.6,0.37570363,0.0,0.6949204,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9153875,0.27099207,0.2,0.53732926,0.0,0.6541967,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40885866,0.52565783,0.4,0.31378615,0.0,0.6189008,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007960681,0.260751,0.4,0.4296015,0.0,0.64058185,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.029978644,0.105546996,0.3,0.7246101,0.0,0.7528337,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4625447,0.47438216,0.6,0.42705595,0.0,0.6303354,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3945193,0.28635436,0.3,0.6187963,0.0,0.88393366,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.65807325,0.12862048,0.4,0.74851954,0.0,0.6957797,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21923691,0.9767019,0.4,0.6783193,0.0,0.59781194,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13133404,0.6921441,0.2,0.54109997,0.0,0.86185336,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8427096,0.291816,0.2,0.75673723,0.0,0.87768495,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.55363935,0.23920797,0.3,0.61900866,0.0,0.68831587,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.791725,0.61530167,0.6,0.3600983,0.0,0.77768165,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4121962,0.17933476,0.2,0.40969786,0.0,0.8224123,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.42,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6823561,0.6505932,0.3,0.33117497,0.0,0.75793207,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.49722877,0.47512016,0.5,0.7807689,0.0,0.64706695,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9469082,0.1417063,0.6,0.31669226,0.0,0.8590938,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.53,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59086615,0.6250747,0.1,0.7142595,0.0,0.7268959,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.108527675,0.3418942,0.6,0.3737575,0.0,0.6927746,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08315301,0.23415327,0.1,0.39463225,0.0,0.86293167,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21597447,0.7173504,0.6,0.5595899,0.0,0.8624811,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6501508,0.512992,0.2,0.33373648,0.0,0.72293174,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.39,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8734777,0.77046794,0.6,0.48925877,0.0,0.7531053,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6536908,0.3560684,0.5,0.4518228,0.0,0.6739475,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32265368,0.06830526,0.2,0.51241744,0.0,0.62703675,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.008435268,0.7787696,0.1,0.7765062,0.0,0.63653356,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9918987,0.43975106,0.3,0.49926892,0.0,0.75616586,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.34794444,0.17111667,0.1,0.6891462,0.0,0.5725682,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4688501,0.84089947,0.5,0.60851085,0.0,0.5947046,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49989152,0.4969804,0.5,0.30088767,0.0,0.63907444,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.925281,0.4004605,0.4,0.4301303,0.0,0.61198586,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14936435,0.29936573,0.3,0.34002998,0.0,0.6306791,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.58,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.74565035,0.46862584,0.4,0.7138472,0.0,0.7043448,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41231748,0.242422,0.6,0.6259847,0.0,0.5954225,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.11733655,0.51700723,0.3,0.5120961,0.0,0.7423939,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.37,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49750027,0.7900331,0.4,0.72054327,0.0,0.7550112,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.70443577,0.47263998,0.3,0.55001736,0.0,0.5972726,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04108386,0.8996163,0.6,0.74806243,0.0,0.7170984,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.48018822,0.6040476,0.6,0.40061578,0.0,0.69010895,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4917034,0.12436359,0.4,0.51805145,0.0,0.60365653,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.40714338,0.34105903,0.5,0.66171485,0.0,0.6816727,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.074847974,0.95994055,0.5,0.7726333,0.0,0.7080304,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8784193,0.46842596,0.5,0.4197067,0.0,0.7520526,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.77496994,0.20886278,0.3,0.60518354,0.0,0.745698,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13693571,0.9616487,0.6,0.79391825,0.0,0.85324883,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25456882,0.30461687,0.4,0.7487505,0.0,0.71406704,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.97239155,0.03668365,0.1,0.56316483,0.0,0.6242817,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14777915,0.32223105,0.2,0.31101203,0.0,0.74743074,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3513147,0.51051605,0.4,0.70271736,0.0,0.6178103,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8309799,0.834075,0.3,0.562658,0.0,0.5768463,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.793288,0.5811331,0.2,0.4576606,0.0,0.89385325,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26384076,0.45502427,0.1,0.38943404,0.0,0.75933045,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.98560363,0.6085624,0.2,0.77243936,0.0,0.8175575,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10970687,0.4083175,0.2,0.5958013,0.0,0.65470845,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5146472,0.6021769,0.5,0.72507674,0.0,0.7469377,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.84044343,0.82803863,0.5,0.7009804,0.0,0.748368,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35715607,0.35518605,0.3,0.64280725,0.0,0.73811454,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.78016806,0.411837,0.6,0.61614734,0.0,0.7414638,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3925461,0.82420665,0.2,0.32143855,0.0,0.63038003,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6738385,0.05003395,0.3,0.64079726,0.0,0.7473444,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9167982,0.8957084,0.6,0.3092433,0.0,0.59831846,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40178046,0.9804713,0.2,0.5730661,0.0,0.5799394,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.65767163,0.071166076,0.6,0.72894716,0.0,0.7446715,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7250508,0.15708025,0.5,0.77919906,0.0,0.8687183,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.60705274,0.0609562,0.2,0.39630595,0.0,0.72280514,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.96451354,0.03466709,0.3,0.395663,0.0,0.5744027,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.052391198,0.6674416,0.3,0.57525134,0.0,0.825354,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.025757343,0.7911201,0.3,0.5457555,0.0,0.6723423,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.80457926,0.23276685,0.6,0.38792095,0.0,0.6277377,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9139402,0.043337,0.1,0.5283577,0.0,0.6008205,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24137187,0.26422894,0.5,0.47454807,0.0,0.84776944,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7385698,0.18894261,0.1,0.4600077,0.0,0.82991135,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21988313,0.1248647,0.4,0.47238255,0.0,0.8960991,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9837954,0.886894,0.5,0.4363462,0.0,0.58544976,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5491928,0.45520934,0.5,0.3126474,0.0,0.82074445,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5660798,0.9223603,0.4,0.3742794,0.0,0.8827932,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7934382,0.14848807,0.4,0.69773114,0.0,0.7255694,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04936755,0.15585491,0.2,0.5144784,0.0,0.5951451,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.45464742,0.9487926,0.6,0.59494764,0.0,0.8380941,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.60352486,0.36336687,0.3,0.5281207,0.0,0.6224578,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8226066,0.18252039,0.1,0.52352947,0.0,0.651568,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.21,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45923075,0.41031057,0.4,0.71365154,0.0,0.74831223,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5811978,0.42533144,0.2,0.62272966,0.0,0.6460853,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8408451,0.15579684,0.4,0.50357676,0.0,0.81895494,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8502523,0.10966542,0.6,0.3853633,0.0,0.61989635,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.36407638,0.45068434,0.1,0.52036786,0.0,0.7394398,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.46,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12788692,0.5989742,0.6,0.43779105,0.0,0.8401463,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.54,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31936234,0.50958174,0.5,0.74019265,0.0,0.6538553,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0078098495,0.009767309,0.4,0.5353523,0.0,0.85851926,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9815308,0.47253492,0.3,0.32482508,0.0,0.7014074,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2534624,0.7964871,0.1,0.30640113,0.0,0.8171883,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.43,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6033678,0.055817723,0.4,0.5332603,0.0,0.6529135,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.45636684,0.3744388,0.2,0.63792396,0.0,0.5796774,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.44,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47605765,0.24937002,0.3,0.66662186,0.0,0.70640373,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6370257,0.20010087,0.4,0.32774776,0.0,0.6013396,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0562119,0.57588154,0.5,0.5087066,0.0,0.7126478,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.482693,0.7785177,0.6,0.67767465,0.0,0.7206315,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24707168,0.49083215,0.5,0.5070922,0.0,0.8920871,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.030473594,0.6722997,0.5,0.6484926,0.0,0.8689627,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.78609204,0.07135327,0.2,0.58514285,0.0,0.5817764,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08812422,0.74393374,0.4,0.69659024,0.0,0.7071978,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.99182945,0.89893466,0.4,0.36243942,0.0,0.63484037,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.52920294,0.27736598,0.3,0.38326666,0.0,0.6867988,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.31052232,0.5485276,0.4,0.5092717,0.0,0.7152816,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.31229302,0.24966142,0.2,0.5360573,0.0,0.71513075,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.54762375,0.34829974,0.3,0.7540289,0.0,0.6902251,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.73534274,0.9754085,0.4,0.3960604,0.0,0.577086,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.36,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020080449,0.39905018,0.5,0.41050947,0.0,0.74587274,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.56,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5415412,0.48717323,0.3,0.5507737,0.0,0.64179504,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9916361,0.2019087,0.3,0.70488024,0.0,0.61457694,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9822332,0.8539097,0.2,0.5742638,0.0,0.59280056,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.025405595,0.52992874,0.2,0.325834,0.0,0.6287805,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2678222,0.17295668,0.5,0.5485296,0.0,0.84585285,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4114418,0.48105404,0.3,0.35539892,0.0,0.7754403,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.028995242,0.48612282,0.2,0.62451136,0.0,0.6189302,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7803209,0.23653995,0.6,0.67373997,0.0,0.6988485,0.0,1.0,0.0,0.0,0.0,0.0,0.0
